2	5	1	2	4	3	1	2	1	3	1.8205128205128205	7	1	
2	5	1	2	4	5	1	3	2	3	3	5	1	
1	1	6	4	8	5	3	2	0	1	1	7	1	
2	1	4	4	5	5	3	4	0	1	1	7	1	
2	1	4	5	1	5	2	2	0	1	1	7	1	
2	1	3	5	1	3	2	2	0	1	5	7	1	
2	1	4	6	1	5	2	3	1	1	1	7	1	
1	1	4	6	1	5	2	2	0	1	1	5	1	
1	5	1	2	6	3	1	6	3	3	5	7	1	
2	1	2	3	1	5	2	2	0	2	3	7	1	
1	1	7	6	1	5	3	3	3	1	1	7	1	
2	1	4	3	1	5	3	4	2	1	1	7	1	
2	1	7	4	8	1.2820512820512821E98	3	2	0	1.0256410256410256E98	5	7	1	
2	3	7	3	8	2.5641025641025642E98	1	1	0	1.0256410256410256E98	3	2	1	
2	3	6	5	1	5	1	2	0	1	1	7	1	
2	4	7	4	4	5	1	1	0	1	1	7	1	
1	5	1	2	6	4	1	3	0	3	2	5	1	
2	1	3	3	5	5	3	4	2	1	1	7	1	
1	5	4	4	2	5	1	1	0	2	3	7	1	
2	4	5	4	8	2	1	2	0	2	3	7	1	
1	5	3	4	1	2	1	2	0	1	1	7	1	
1	1	7	6	5.948717948717949	5	3	2	0	1	1	7	1	
2	1	7	4	8	5	3	2	0	1	1.0256410256410256E98	7	1	
2	5	2	4	6	4	1	1.2820512820512821E98	0	2	2	7	1	
1	1	7	4	8	5	3	2	0	1	1	7	1	
2	5	3	4	3	5	1	1	0	2	3	7	1	
2	5	3	3	3	4	1	3	1	2	3	7	1	
2	4	7	5	8	5	1	1	1	2	3	7	1	
2	1	6	5	2	5	2	2	0	1	1	7	1	
2	1	4	6	5	4	3	5	3	1	1	7	3	
1	1	7	5	8	5	3	2	0	1	1	7	1	
2	5	3	4	4	5	1	1	0	2	3	7	1	
2	5	2	4	6	5	1	4	0	3	1	7	1	
2	5	2	3	2	3	1	3	1	3	1	7	1	
2	3	7	6	1	5	1	1	0	2	1	7	1	
1	5	3	4	1	5	1	2	0	1	1	6	1	
1	5	3	5	1	3	1	2	0	2	2	7	1	
1	1	3	5	1	4	2	3	1	2	3	7	3	
1	5	3	4	1	5	1	1	0	2	2	7	1	
2	1	3	5	1	5	2	2	0	1	1	7	1	
2	5	1	2	6	4	1	3	1	3	1	2	1	
2	1	5	4	1	5	2	2	0	1	1	7	1	
2	5	3	5	1	5	1	2	0	1	1	5	1	
1	1	6	6	1	5	2	2	0	1	1	7	1	
1	1	7	3	8	1.5384615384615386E98	3	5.325443786982248E97	0	1	1	7	1	
1	2	3	4	1	5	2	4	0	2	1	7	1	
2	1	4	4	5	5	3	5	3	1	1	7	1	
2	1	5	3	4	5	2	3	0	1	1	7	1	
2	1	6	5	5	5	3	2	0	1	7.692307692307692E97	7	1	
2	1	5	3	1	5	3	3	1	1	1	7	1	
1	1	4	6	1	5	2	2	0	1	2	7	1	
1	5	2	5	1	5	1	3	0	2	3	2	1	
2	3	3	4	4	5	1	4	1	1	4	5	1	
1	5	2	5	4	3	1	1	0	3	1	7	1	
2	1	5	2	5	5	3	4	1	2.564102564102564E97	3	7	1	
1	1	4	1	2	5	2	3	1	2	3	5	1	
2	5	2	3	6	5	1	3	0	3	1	7	1	
2	5	2	3	6	5	1	6	0	2	5	7	1	
2	5	1	2.051282051282051	6	3	1	4	2	3	1	5	1	
2	3	4	6	1	5	1	1	0	1	1	7	1	
2	1	3	5	1	4	2	3	1	1	1	7	1	
2	5	3	4	1	5	1	1	1	1	1	7	1	
1	1	7	5	8	5	3	2	0	1	1	7	1	
1	1	5	5	1	5	2	2	0	1	1	7	2.629848783694937E97	
1	5	1	1	6	5	1	3	1	3	2	5	1	
1	1	3	4	2.230769230769231	5	2	2	0	2	2	7	1	
1	1	6	4	1	5	2	3	0	1	1	7	1	
1	3	5	3	3	4	1	4	1	2	1	7	1	
1	1	3	4	1	4	2	4	2	2	1	7	1	
1	1	6	5	1	5	2	2	0	1	1	7	1	
1	1	6	6	1	5	2	3	1	1	1	7	1	
2	2	3	4	3	5	1	2	0	2	3	7	1	
1	1	3	4	3	5	2	2	0	1	1	7	1	
1	1	6	6	8	5	3	2	0	1	1	7	1	
1	5	2	3	1	5	1	3	0	2	2	7	1	
1	1	5	2.564102564102564E97	2	5	2	4	2	1	1	7	1	
1	1	5	6	1	5	3	2	1	1	1	3	1	
1	5	1	2	4	5	1	4	2	3	1	7	1	
1	1	6	5	1	5	3	2	0	1	1	7	1	
1	1	7	4	8	5	2	2	0	1	1	7	1	
1	1	6	4	1	5	2	2	0	2	1	7	1	
1	5	3	4	6	5	1	4	0	2	1	7	1	
1	5	2	4	3	5	1	3	0	3	1	7	1	
1	1	5	6	1	5	1	3	0	1	1	3	1	
1	5	3	6	1	5	1	2	0	2	3	7	1	
1	1	5	3	8	5	2	3	0	1	1	7	1	
2	1	7	4	8	5	3	3	0	1	1	7	1	
1	1	4	6	1	5	2	3	1	1	1	7	1	
1	1	7	5	8	5	3	2	0	1	1	7	1	
2	3	6	3	4	5.128205128205128E97	1	1	0	1	5	7	1	
1	1	6	4	1	5	2	3	1	1	1	7	1	
1	1	4	5	2	5	2	4	2	1	1	7	1	
1	1	4	6	1	5	2	2	0	1	1	7	1	
1	1	4	6	1	5	2	4	2	1	1	7	1	
1	1	3	6	1	5	2	2	0	1	1	1	1	
1	2	2	3	3	2	1	4	0	2	3	7	1	
1	1	4	5	1	5	2	4	1	1	1	7	1	
1	1	6	5	8	5	2	4	0	1	1	7	1	
2	1	3	3	1	3	3	4	2	2	3	7	1	
1	1	3	4	1	4	2	4	2	1	1	7	1	
1	1	5	4	1	5	3	2	0	1	1	7	1	
1	3	4	6	9	3	1	1	0	2	1	7	1	
1	3	7	2	8	5	1	1	0	1	1	7	1	
2	3	5	3	4	5	1	7.823800131492439E97	0	1	1	5	1	
1	1	7	3	8	5	3	2	0	1	1	7	1	
2	5	2	4	1	5	1	6	1	3	1	7	1	
1	1	7	4	8	1.5384615384615386E98	3	2	0	1	2	7	1	
2	4	7	3	4	5	1	1	0	1	1	7	1	
1	5	2	4	1	5	1	1	0	2	1	7	1	
2	4	4	3	4	1.0453648915187377E98	1	5	3	2	3	7	1	
2	3	6	4	5	5	1	4	0	1	1	7	1	
2	1	3	4	2	5	2	3	1	2	3	7	1	
2	3	4	6	1	5	1	1	0	1	2	7	1	
1	1	3	3	3	5	2	4	2	2	5	7	1	
2	5	7	6	8	5	1	2	0	1	1	7	1	
2	1	5	4	5	5	2	5	1	1	1	7	1	
2	1	5	4	5	4	2	4	2	2	2	3	1	
2	1	3	4	5	4	3	5	0	2	1	7	1	
2	1	4	5	2	5	2	4	1	1	1	7	1	
2	5	3	5	1	5	1	1	0	2	2	7	1	
2	1	6	4	8	5	3	3	0	1	1	7	1	
2	1	3	5	1	5	2	4	2	1	1	7	1	
2	3	5	4	2	1.0256410256410256E98	1	1	0	2	1.0256410256410256E98	7	1	
1	5	2	4	6	5	1	3	0	3	1	7	1	
1	1	4	4	1	5	3	4	2	1	1	7	1	
2	5	2	4	6	5	1	5.128205128205128E97	0	3	1	7	1	
1	1	7	4	8	5	3	2.076923076923077	0	1	1	7	1	
2	1	7	6	8	5.128205128205128E97	3	2	0	1	2	7	1	
2	1	3	5	1	5	2	4	2	1	1	8	3	
1	5	2	4	2	5	1	3	0	3	1	7	1	
1	5	2	2	4	2	1	4	0	3	1	7	1	
1	5	2	2	6	2	1	4	0	3	1	7	1	
1	5	3	5	1	5	1	2	0	1	1	7	1	
1	1	3	5	1	5	2	2	0	1	1	7	1	
2	5	2	4	6	3	1	5	2	1	1	7	1	
1	5	2	3	6	4	1	3	0	2	1	7	1	
1	5	2	3	7	3	1	2.0512820512820514E98	0	3	1	7	1	
2	1	5	4	1	5	2	2	0	1	1	7	1	
2	1	6	5	7	5	3	2	0	1	1	7	1	
1	5	5	5	1	5	1	1	0	2	3	7	1	
1	1	5	6	1	5	3	2	0	1	1	7	1	
2	4	7	4	1	5	1	5.128205128205128E97	0	1	1	7	1	
1	1	7	5	8	5	3	2	0	1	1	7	1	
1	5	1	2	2	4	1	4	2	3	1	7	3	
1	5	1	3	6	5	1	4	2	3	1	7	1	
2	2	3	2	4	5	1	2	0	1	2	7	1	
2	1	6	3	5	1.3214990138067062E98	3	2	0	1	1	7	1	
1	5	3	4	1	3	1	1	0	1	1	7	1	
2	3	5	4	2.2564102564102564	5	1	1	0	1	5.128205128205128E97	7	1	
2	2	3	5	1	5	1	2	0	1	1	7	1	
2	1	4	4	1	5	2	2	0	1	1	7	1	
1	1	5	4	1	5	3	3	0	1	1	1	1	
1	1	6	6	8	5	3	2	0	1	5	7	1	
2	5	7	6	8	5	1	2	0	1	1	7	5.128205128205128E97	
1	5	3	6	1	5	1	1	0	2	3	7	1	
2	5	3	4	8	5	1	1	0	2	5	5	1	
2	3	3	5	1	5	1	2	0	2	3	7	1	
2	5	3	5	2	5	1	1	0	2	3	7	1	
1	1	6	4	2	5	2	2	0	1	1	7	2.631534584197306E97	
1	5	3	4	4	5	1	1	0	2	3	7	1	
2	5	4	4	1	5	1	2	0	1	1	7	1	
2	5	1	2	6	1.5384615384615386E98	1	1.5384615384615386E98	3	3	1	1	1	
2	5	1	3	6	2	1	4	2	3	1	7	1	
2	1	3	5	4	5	2	2	0	1	1	7	1	
2	1	6	4	1	5	2	2	0	1	1	7	1	
2	1	6	4	5	5	3	4	0	1	1	7	1	
2	1	4	5	1	4	2	4	2	1	1	7	1	
2	5	3	4	1	7.692307692307692E97	1	3	0	1	1	7	1	
1	3	5	6	1	5	1	1.8205128205128205	1	1	1	7	1	
1	5	2	4	6	5	1	3	0	1	1	7	1	
1	1	5	5	1	5.128205128205128E97	2	4	2	1	1	2	1	
2	3	5	4	1	5	1	1	0	2	3	7	1	
1	1	3	6	1	2	2	2	0	2	3	7	1	
2	1	2	3	6	1	3	2	0	2	3	7	1	
1	5	4	6	1	4	1	1	0	1	5	7	1	
2	3	5	6	4	5	1	1	0	2	5.128205128205128E97	7	1	
1	2	4	4	1	5	2	2	0	2	3	7	1	
1	1	3	6	1	2	3	2	0	2	1	2	3	
2	5	3	6	4	5	1	2	0	2	1	2	1	
2	5	2	4	5	5	1	5	0	3	1	7	1	
2	5	1	2	6	5	1	4	2	3	1	5	1	
2	1	3	3	4	5	2	4	2	1	1	7	1	
2	1	4	6	1	7.692307692307692E97	2	4	2	1	1	7	1	
1	2	2	4	2	5	1	2	0	7.692307692307692E97	3	5	1	
2	2	2	4	6	5	1	2	0	2	3	7	1	
2	1	4	4	5	5	3	4	2	1	1	7	1	
1	5	2	4	3	5	1	3	0	3	1	7	1	
1	1	4	3	1	5	3	2	0	1	2.564102564102564E97	7	1	
2	2	2	4	5	5	1	3	1	2	1	7	1	
2	3	7	5	4	5	1	1	0	1	5.259697567389875E97	7	1	
2	5	3	6	9	5	1	1	0	2	3	7	1	
1	5	1	2	2	5.128205128205128E97	1	5.128205128205128E97	0	3	1	7	1	
1	5	1	2	6	5	1	3	1	3	1	7	1	
2	1	2	3	5	2	3	4	2	2	3	7	1	
2	3	3	3	6	5	1	5	4	2	3	7	1	
2	5	4	3	2	2	1	3	2	2	3	7	1	
2	1	4	4	5	5	3	3	1	1	1	7	1	
1	1	6	1	3	5	3	4	1	1	1	3	1	
2	5	2	2	9	1	1	9	3	2	3	7	1	
1	5	6	4	8	5	1	1	0	2	3	7	1	
1	3	6	5	7	5	1	1.0256410256410256E98	0	2	2.820512820512821E98	7	1	
2	5	2	5	6	5	1	2	0	2	1	7	1	
2	3	3	4	6	4	1	3	2	2	3	7	1	
2	5	2	4	6	1.794871794871795E98	1	3	0	3	1	1	1	
2	1	2	5	1	3	2	2	0	2	3	7	1	
1	1	2	4	3	3	2	2	0	2	3	7	1	
2	4	7	2	5	7.823800131492439E97	1	1.5384615384615386E98	0	2.3076923076923077E98	3	7	1	
2	1	2	4	6	2	3	2	0	2	3	7	1	
2	1	4	6	1	5	2	3	1	1	1	7	1	
2	1	6	5	8	5	3	2	0	1	1	7	1	
1	1	7	3	8	5	3	2	0	1	1	7	1	
1	2	3	5	4	1	1	6	4	2	1	7	1	
1	1	7	5	1	5	3	2	0	1	1	7	1	
1	3	3	5	1	4	1	1	0	1	1	7	1	
2	1	4	4	5	5	2	5	3	1	1	2	1	
2	4	6	6	8	5	1	1	0	1	2.564102564102564E97	7	1	
1	1	3	4	1	5	2	2	0	2	3	7	1	
1	1	4	6	1	5	3	4	2	1	1	7	1	
1	1	5	4	3	5	3	2	0	1	1	7	1	
1	1	5	4	1	5	3	2.923076923076923	0	1	1	1	1	
2	1	3	5	2	4	2	4	2	1	2	3	1	
2	1	4	4	1	3	2	2	0	1	1	7	1	
1	1	4	4	1	1.5384615384615386E98	3	3	1	1	1	7	1	
1	4	7	3	7	1.2820512820512821E98	1	1	0	7.955292570677186E97	4	7	1	
2	5	5	6	1	4	1	1	0	2	3	7	1	
2	4	6	3	8	5	1	1	0	1	1	7	1	
1	5	5	4	8	1.794871794871795E98	1	2	0	2	1	7	1	
2	1	4	5	4	1.0256410256410256E98	2	4	2	1	1	7	1	
1	5	2	4	6	1.5384615384615386E98	1	3	0	3	1	7	1	
1	5	2	5	3	1.2820512820512821E98	1	2	0	2	1	7	1	
2	3	5	3	5	5	1	2	0	1	1	7	1	
2	5	4	5	1	4	1	1	0	2	3	7	1	
1	2	7	6	9	5	1	2	0	1	1	7	1	
1	1	2	3	3	1.0256410256410256E98	2	3	1	2	3	7	1	
1	3	3	4	1	5	1	4	2	2	1	7	1	
1	5	1	3	2	1	1	4	0	2	3	1	1	
2	2	2	3	5	1.2820512820512821E98	1	7	5	2	3	5	1	
2	2	3	2	3	1.0585141354372124E98	2	7	5	2	3	5	1	
2	5	1	2	6	1	1	4	3	3	5	7	1	
2	3	3	5	2.564102564102564E97	2.3076923076923077E98	1	2	1	2	2	7	1	
1	5	2	4	6	2.0907297830374756E98	1	4	0	3	1	7	1	
2	5	2	4	6	1.848480250847115E98	1	4	0	3	1	7	1	
2	5	2	4	6	1	1	4	0	2	3	7	1	
2	2	1	3	5	5	3	4	1	2	1	7	1	
1	5	1	2	6	5	1	4	2	3	1	7	1	
2	1	3	4	1	5	2	3	1	1	1	7	1	
2	5	1	2	6	5	1	4	2	3	1	7	1	
1	5	1	2	6	4	1	3	2	3	1	7	1	
2	3	5	6	1	5	1	1	0	1	1	7	1	
2	4	5	4	1	4.6923076923076925	1	2	0	1	1	7	1	
1	5	3	4	3	1.0256410256410256E98	1	1	0	2	3	7	1	
2	3	3	3	3	5	1	1	0	2	5	7	1	
2	1	4	6	1	5	2	3	1	1	1	7	1	
1	1	3	4	1	5	2	2	0	1	1	8	1	
2	1	6	3	8	5	3	2	0	1	1	7	1	
2	5	3	4	2	5	1	1	0	2	3	7	1	
1	4.435897435897436	2	4	7	7.692307692307692E97	1	1	0	2	3	7	3	
1	5	2	4	3	2	1	8	2	3	1	7	1	
1	5	3	3	1	5.128205128205128E97	1	2	0	2	3	7	1	
1	5	3	4	3	5	1	4	0	2	1	7	1	
1	5	1	2	2	5	1	3	1	3	1	7	1	
1	5	3	3	6	2	1	3	0	2	3	3	1	
2	5	2	3	4	2	1	2	0	2	1	7	1	
2	3	3	3	5	2	1	2	1	3	3	7	1	
1	5	4	4	3	5	1	1	0	2	4	7	1	
2	1	5	5	1	4	2	2	0	1	1	7	1	
1	1	5	3	8	1.2820512820512821E98	3	2	0	1	1	7	1	
1	5	1	2	2	5	1	2	1	3	3	7	1	
1	1	7	1	8	5	3	2	0	5.128205128205128E97	4	7	1	
2	5	2	2	6	5	1	3	0	3	1	5.128205128205128E97	1	
1	1	4	6	1	5	2	4	2	1	1	7	1	
2	1	4	4	1	5.128205128205128E97	2	4	0	1	1	8	5.128205128205128E97	
2	5	1	2	9	2	1	4	3	3	1	7	1	
1	1	7	3	2	5	3	2	0	2	1	7	1	
2	1	6	3	5	5	3	2	0	1	4	7	1	
1	5	3	4	2	5	1	3	0	3	3	7	1	
2	5	2	3	2	1.2820512820512821E98	1	1	0	2	1	7	1	
1	1	7	4	8	5	3	2	0	1	1	7	1	
1	1	7	5	8	5	3	2	0	1	1	7	1	
2	4	7	3	8	2	1	1	0	1	4	7	1	
2	1	5	5	5.128205128205128E97	5	2	3	1	1	1	7	1	
1	1	7	4	1	1.2820512820512821E98	3	2	0	1	1	7	1	
1	5	3	4	2.564102564102564E97	2	1	1.0256410256410256E98	0	1	4	7	1	
2	5	2	3	2	5	1	4	1	2	1	7	1	
2	5	1	1	1	1	1	3	1	3	3	7	1	
2	5	1	1	6	1.5384615384615386E98	1	1.0256410256410256E98	0	3	3	7	1	
2	1	6	3	5	5	3	2	0	1	1	7	1	
2	1	6	6	2	5	2	2	0	2	3	7	1	
1	3	6	6	8	5	1	2	0	2	1	7	1	
2	1	2	3	6	5	2	4	2	2	3	7	1.0256410256410255	
2	3	4	4	4	2.9585798816568044E97	1	4	0	2	2	7	1	
2	5	1	2	6	2	1	5	3	3	1	7	1	
2	2	4	5	2	1.3017751479289942E98	1	3	0	1	2	7	2.564102564102564E97	
1	1	7	6	8	5	3	2	0	1	1	7	1	
2	5	1	1	5.666666666666667	5	1	4	2	3	1	7	1	
1	2	2	4	6	7.692307692307692E97	1	2	0	2	3	7	1	
1	5	3	2	9	5	1	2	0	2	1	5	2	
1	2	2	4	6	5.325443786982248E97	1	2	0	2	3	7	1	
2	5.128205128205128E97	6	5	1	1	3	2	0	1	1	7	1	
2	4	6	3	1	5	1	2	0	1	1	7	1	
2	4	7	4	8	5	1	3	0	1	1	7	1	
2	5	2	3	2	5	1	4	1	3	1	7	1	
1	4	7	3	8	5	1	1	0	1	1	7	1	
2	5	2	2	2	2	1	2	0	2	3	7	1	
1	5	6	5	1	5	1	2	1	2	1	7	1	
2	1	6	4	8	8.021038790269559E97	3	2	0	1	1	7	1	
1	1	6	5	1	5	3	2	0	1	1	7	1	
1	1	4	5	1	5	2	2	0	1	5.128205128205128E97	7	1	
1	5	4	5	1	5	1	1	0	1	1	7	1	
2	5	2	4	2	2	1	3	0	2	3	7	1	
2	1	7	4	5	5	3	2	0	1	1	7	1	
1	2	4	5	1	2	2	2	0	2	3	7	1	
2	1	6	4	1	5	3	2	0	1	1.1794871794871795	7	1	
1	1	3	4	1	5	2	3	1	1	1	7	1	
2	1	3	3	4	2.0512820512820514E98	2	3	1	1	1	7	1	
2	3	4	6	1	2	1	1	0	1	1	7	1	
2	1	3	4	5	1.794871794871795E98	3	3	1	1	1	7	1	
2	3	3	4	1	7.692307692307692E97	1	2	1	2	1	7	1	
2	2	5	5	1	4	2	4	1	1	1	7	1	
1	3	4	4	1	5	1	2	0	1	1	7	1	
2	2	3	6	1	2	1	2	0	2	5	7	1	
2	4	7	5	8	1.5384615384615386E98	1	1.794871794871795E98	0	1	1	7	1	
